,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
518,44,75,50,40,58,39,66,74,59,norm_pervious
519,27,52,30,40,55,37,65,72,58,shaded_pervious
520,28,30,20,36,53,34,56,69,51,shaded_pervious
521,54,84,59,50,68,48,62,66,52,norm_pervious
522,116,99,90,124,108,98,123,107,97,tan_impervious
523,158,138,125,167,143,132,133,112,101,tan_impervious
524,118,86,75,113,94,86,110,97,89,tan_impervious
525,100,73,66,109,86,77,113,94,86,tan_impervious
526,143,120,111,130,110,100,113,95,85,tan_impervious
527,144,129,115,136,119,108,117,100,90,tan_impervious
528,115,92,83,115,93,84,110,93,85,tan_impervious
529,97,76,68,111,89,80,110,90,80,tan_impervious
530,102,81,73,112,93,86,110,93,85,tan_impervious
531,119,104,100,107,97,91,104,97,89,norm_impervious
532,107,98,92,104,96,88,104,99,90,norm_impervious
533,115,102,99,116,105,101,111,102,99,norm_impervious
534,116,92,97,111,101,100,113,108,106,norm_impervious
535,120,100,103,108,101,98,105,101,99,norm_impervious
536,82,73,70,90,80,79,116,107,105,norm_impervious
537,85,76,75,90,80,79,107,99,97,norm_impervious
538,20,36,34,22,36,37,75,85,85,water
539,21,37,35,22,37,37,61,72,75,water
540,21,36,40,22,35,37,22,35,37,water
541,19,36,36,21,37,37,84,86,84,water
542,24,39,38,30,40,40,97,92,88,water
543,18,37,35,20,37,37,20,37,37,water
544,19,38,36,20,37,37,4,19,13,water
545,20,35,36,21,37,38,57,65,73,water
546,18,37,34,20,37,37,20,37,37,water
547,17,36,35,25,39,39,64,70,73,water
548,22,38,38,21,37,37,21,37,37,water
549,22,38,38,22,37,37,89,87,85,water
550,37,38,35,30,39,39,72,72,69,water
551,205,201,197,207,203,199,163,159,154,norm_impervious
552,198,190,187,203,197,194,156,150,147,norm_impervious
553,65,59,55,72,66,63,103,96,93,norm_impervious
554,52,44,43,72,63,62,110,101,99,norm_impervious
555,53,44,43,69,62,60,104,96,94,norm_impervious
556,57,52,48,74,68,65,105,98,95,norm_impervious
557,168,159,158,153,145,144,113,106,104,norm_impervious
558,183,178,173,170,163,160,123,114,111,norm_impervious
559,105,100,96,98,97,91,74,75,66,norm_impervious
560,98,94,84,104,103,93,106,106,95,norm_impervious
561,112,97,93,106,97,91,97,89,85,norm_impervious
562,109,106,101,101,97,91,96,91,85,norm_impervious
563,86,73,68,97,87,82,98,89,84,norm_impervious
564,115,107,97,106,96,90,104,94,88,norm_impervious
565,118,110,100,110,101,94,106,97,91,norm_impervious
566,138,132,129,132,125,121,120,113,110,norm_impervious
567,112,105,103,101,98,95,57,59,59,norm_impervious
568,106,93,94,92,82,83,98,89,90,norm_impervious
569,125,116,112,115,108,105,87,82,78,norm_impervious
570,122,112,110,112,105,102,82,77,74,norm_impervious
571,89,94,93,91,95,94,69,74,72,norm_impervious
572,92,94,93,95,96,93,61,63,63,norm_impervious
573,100,98,98,100,96,95,83,78,77,norm_impervious
574,71,64,66,73,67,68,80,73,74,norm_impervious
575,107,104,101,100,96,95,88,83,82,norm_impervious
576,103,98,102,103,98,97,94,89,87,norm_impervious
577,90,86,86,96,92,91,84,80,79,norm_impervious
578,160,143,138,144,131,126,117,107,103,norm_impervious
579,80,70,66,110,93,90,148,135,130,norm_impervious
580,113,103,100,113,103,99,110,102,99,norm_impervious
581,75,67,64,83,77,74,98,90,87,norm_impervious
582,78,73,71,81,75,72,101,94,90,norm_impervious
583,70,80,58,78,83,66,95,97,85,norm_pervious
584,67,72,59,77,82,65,95,97,86,norm_pervious
585,67,76,54,78,83,66,93,95,84,norm_pervious
586,32,39,40,31,35,38,59,60,62,water
587,105,102,94,109,106,98,93,89,82,norm_impervious
588,128,125,121,105,102,97,81,78,74,norm_impervious
589,126,119,110,118,114,105,102,100,91,norm_impervious
590,122,128,114,99,102,90,89,92,80,norm_impervious
591,123,129,115,104,108,96,88,92,80,norm_impervious
592,82,88,75,76,82,65,90,93,81,norm_impervious
593,97,103,88,78,82,65,78,82,66,norm_impervious
594,126,124,112,105,103,92,81,79,70,norm_impervious
595,206,198,191,221,213,208,152,145,140,norm_impervious
596,179,173,165,180,173,166,103,96,89,norm_impervious
597,107,101,94,114,108,101,80,75,67,norm_impervious
598,105,102,100,98,94,91,64,60,55,norm_impervious
599,95,93,81,89,87,77,91,88,79,norm_impervious
600,139,134,148,139,132,145,100,95,101,norm_impervious
601,200,199,190,200,201,191,142,143,133,norm_impervious
602,108,106,97,95,94,84,77,77,67,norm_impervious
603,97,99,87,81,82,71,74,74,64,norm_impervious
604,75,76,65,86,86,75,74,75,65,norm_impervious
605,112,109,107,101,95,94,106,99,98,norm_impervious
606,185,178,177,175,168,166,122,113,111,norm_impervious
607,24,34,36,27,36,36,62,65,66,water
608,29,41,42,26,39,41,72,74,76,water
609,27,41,42,25,39,41,74,77,81,water
610,28,29,26,29,29,29,92,81,75,water
611,37,31,31,30,27,29,86,77,72,water
612,37,29,28,36,30,32,89,85,80,water
613,41,36,31,33,30,32,86,81,78,water
614,40,32,33,36,30,31,90,81,80,water
615,171,162,150,175,166,155,172,163,153,norm_impervious
616,124,110,109,116,107,104,135,127,124,norm_impervious
617,104,99,96,115,106,103,129,121,118,norm_impervious
618,90,81,78,111,102,99,108,99,96,norm_impervious
619,175,170,166,168,163,158,116,111,107,norm_impervious
620,73,67,65,92,86,83,98,91,89,norm_impervious
621,80,71,69,80,74,71,97,90,87,norm_impervious
622,76,82,71,79,84,73,105,104,96,norm_pervious
623,75,83,71,78,83,73,109,108,101,norm_pervious
624,74,81,69,80,86,74,103,102,94,norm_pervious
625,70,80,67,80,85,74,102,102,94,norm_pervious
626,75,80,69,80,84,74,104,103,95,norm_pervious
627,22,33,37,24,37,38,75,81,81,water
628,48,62,48,68,79,64,83,91,77,norm_pervious
629,48,78,51,58,72,53,62,72,56,norm_pervious
630,73,94,72,60,74,55,60,70,54,norm_pervious
631,30,60,36,46,62,44,58,69,52,norm_pervious
632,55,93,58,60,79,57,74,81,66,norm_pervious
633,44,76,45,59,79,55,70,80,63,norm_pervious
634,35,50,31,43,58,39,63,73,56,norm_pervious
635,238,233,229,241,232,230,188,179,176,norm_impervious
636,242,238,234,242,239,235,198,192,189,norm_impervious
637,78,65,60,108,97,92,130,118,115,norm_impervious
638,239,230,227,231,223,220,170,163,160,norm_impervious
639,242,232,230,230,222,219,172,165,161,norm_impervious
640,31,43,45,33,41,41,89,84,82,water
641,16,36,37,21,36,37,66,66,67,water
642,23,36,41,21,32,35,58,60,57,water
643,30,28,31,35,36,39,76,73,73,water
644,21,20,23,34,29,30,90,83,79,water
645,204,202,199,203,200,196,161,157,152,norm_impervious
646,175,172,169,182,179,176,183,179,176,norm_impervious
647,133,123,117,129,122,116,125,118,112,norm_impervious
648,123,113,105,125,113,106,120,108,102,norm_impervious
649,136,125,123,130,119,117,113,102,101,norm_impervious
650,87,78,76,95,86,83,117,108,105,norm_impervious
651,254,247,244,246,239,236,186,178,175,norm_impervious
652,149,139,137,143,133,130,143,132,130,norm_impervious
653,128,119,118,139,131,130,128,120,119,norm_impervious
654,131,59,45,103,54,44,89,56,46,fall_pervious
655,106,55,37,92,57,41,100,67,51,fall_pervious
656,142,111,66,109,87,53,83,63,44,fall_pervious
657,104,81,72,95,71,58,96,73,54,fall_pervious
658,134,90,77,116,86,71,95,72,60,fall_pervious
659,128,59,46,107,61,49,88,57,47,fall_pervious
660,106,78,56,90,67,52,86,65,50,fall_pervious
661,73,44,24,73,50,38,88,66,52,dry_pervious
662,129,82,64,110,77,59,92,67,52,fall_pervious
663,65,48,37,68,52,41,80,66,49,fall_pervious
664,101,78,64,98,71,58,92,68,55,fall_pervious
665,91,61,44,97,69,53,93,69,53,fall_pervious
666,135,103,70,118,90,62,103,76,54,fall_pervious
667,85,61,45,90,68,55,84,64,53,fall_pervious
668,119,81,63,104,74,57,89,66,51,fall_pervious
669,131,99,69,113,85,63,89,64,47,fall_pervious
670,111,107,82,103,94,69,90,79,55,norm_pervious
671,114,85,66,107,81,65,104,77,61,fall_pervious
672,114,86,67,103,76,60,90,66,53,fall_pervious
673,88,67,56,92,69,54,90,67,54,fall_pervious
674,102,80,60,96,71,57,90,65,52,fall_pervious
675,121,95,77,97,74,59,95,70,57,fall_pervious
676,125,92,69,105,82,64,91,70,55,dry_pervious
677,85,63,52,88,68,54,95,74,59,dry_pervious
678,131,112,88,111,87,69,104,78,60,dry_pervious
679,143,112,78,105,82,63,82,65,52,dry_pervious
680,101,84,67,97,75,59,94,72,57,dry_pervious
681,121,91,72,103,82,66,78,67,52,dry_pervious
682,101,75,56,94,70,56,91,68,55,fall_pervious
683,138,103,84,102,74,59,90,65,53,fall_pervious
684,77,53,39,90,66,50,87,65,49,fall_pervious
685,112,78,61,103,75,62,90,67,54,fall_pervious
686,141,102,84,114,86,70,106,81,64,fall_pervious
687,135,121,59,112,92,58,101,80,55,fall_pervious
688,144,126,67,142,124,70,108,87,47,fall_pervious
689,117,97,43,103,79,57,103,80,57,fall_pervious
690,133,103,76,110,84,65,90,70,56,fall_pervious
691,118,83,64,118,85,66,91,64,50,fall_pervious
692,128,93,80,107,77,61,98,71,55,fall_pervious
693,101,77,61,95,69,54,88,64,52,fall_pervious
694,119,83,62,103,74,56,84,63,50,fall_pervious
695,158,123,95,122,91,69,94,67,49,fall_pervious
696,108,77,65,114,83,67,110,81,65,fall_pervious
697,103,75,54,89,69,50,84,66,49,fall_pervious
698,100,78,38,114,91,57,108,84,55,fall_pervious
699,70,47,40,73,56,47,79,62,51,fall_pervious
700,105,79,66,106,76,59,102,72,56,fall_pervious
701,109,78,58,115,87,62,105,82,58,fall_pervious
702,109,85,64,110,85,61,99,76,54,fall_pervious
703,126,90,65,104,76,61,82,62,49,fall_pervious
704,118,89,70,102,78,62,86,65,52,fall_pervious
705,132,100,79,107,79,62,93,68,54,fall_pervious
706,122,77,47,95,69,55,102,75,59,fall_pervious
707,132,64,57,117,57,48,95,53,45,fall_pervious
708,134,68,55,106,56,44,90,57,46,fall_pervious
709,128,75,66,94,64,52,92,66,52,fall_pervious
710,118,77,65,92,65,54,92,67,55,fall_pervious
711,142,110,77,125,97,73,106,81,62,fall_pervious
712,146,120,95,124,96,73,112,87,66,dry_pervious
713,141,114,92,118,92,73,105,81,64,dry_pervious
714,132,104,78,116,90,70,111,84,65,dry_pervious
715,139,106,84,134,100,78,111,83,64,dry_pervious
716,107,71,48,120,92,67,109,84,65,dry_pervious
717,87,95,70,86,82,58,83,81,58,norm_pervious
718,70,68,44,85,80,57,88,84,61,norm_pervious
719,39,38,36,56,51,42,75,68,53,shaded_pervious
720,116,100,70,124,106,79,123,106,81,dry_pervious
721,125,113,81,124,107,78,113,98,72,dry_pervious
722,120,105,77,107,94,72,83,72,55,dry_pervious
723,138,117,94,137,114,90,129,108,83,dry_pervious
724,111,99,76,119,106,78,113,99,73,dry_pervious
725,127,119,93,100,94,71,82,78,59,dry_pervious
726,66,65,56,77,77,62,83,84,66,norm_pervious
727,105,100,66,130,120,88,125,114,84,norm_pervious
728,113,113,81,108,103,75,99,90,65,norm_pervious
729,130,111,86,126,107,81,120,102,76,dry_pervious
730,123,104,77,114,98,72,100,87,65,dry_pervious
731,118,44,30,109,56,45,91,57,46,fall_pervious
732,141,95,51,118,84,57,97,71,52,fall_pervious
733,92,75,66,76,59,50,78,60,50,dry_pervious
734,98,76,61,91,70,57,86,66,54,dry_pervious
735,117,76,60,112,75,60,96,66,51,fall_pervious
736,124,81,60,91,68,51,83,62,47,fall_pervious
737,107,62,51,96,67,54,90,66,53,fall_pervious
738,132,92,73,102,73,61,93,69,57,fall_pervious
739,133,115,81,124,110,81,104,94,66,dry_pervious
740,133,117,86,118,100,75,100,85,64,dry_pervious
741,142,120,94,135,115,89,123,106,78,dry_pervious
742,102,82,53,114,99,71,126,111,83,dry_pervious
743,113,82,64,102,81,66,73,61,49,fall_pervious
744,95,99,71,91,89,67,80,75,57,norm_pervious
745,51,53,29,76,73,52,83,79,57,norm_pervious
746,41,35,33,48,43,37,76,68,54,shaded_pervious
747,166,131,71,156,123,72,106,84,51,fall_pervious
748,148,112,67,123,95,60,92,72,49,fall_pervious
749,142,113,68,114,94,59,94,76,49,fall_pervious
750,150,119,74,150,119,68,112,89,55,fall_pervious
751,131,79,47,92,67,52,84,62,49,fall_pervious
752,154,108,68,115,85,62,75,55,43,fall_pervious
753,139,99,74,114,79,59,84,57,43,fall_pervious
754,152,108,83,119,87,70,94,71,56,fall_pervious
755,141,98,74,122,90,71,95,71,56,fall_pervious
756,137,100,71,100,79,60,88,74,60,fall_pervious
757,71,73,58,77,68,56,79,67,55,norm_pervious
758,83,75,56,74,64,52,81,70,58,norm_pervious
759,75,62,54,74,63,54,75,64,54,dry_pervious
760,59,51,41,63,54,46,76,66,57,shaded_pervious
761,44,47,36,62,56,48,77,67,55,shaded_pervious
762,50,47,43,65,60,52,73,66,56,shaded_pervious
763,34,32,29,60,56,49,72,67,57,shaded_pervious
764,97,85,60,90,79,58,77,67,51,dry_pervious
765,71,64,38,84,75,49,96,85,61,norm_pervious
766,90,75,68,76,60,52,81,66,56,dry_pervious
767,139,100,77,120,89,71,108,80,63,dry_pervious
768,123,90,77,113,84,68,101,76,61,dry_pervious
769,131,96,68,129,97,74,113,86,68,dry_pervious
770,161,118,92,137,105,83,109,83,64,dry_pervious
771,120,92,74,102,80,65,98,79,65,dry_pervious
772,150,102,69,122,88,63,87,66,52,fall_pervious
773,109,56,41,97,61,45,98,67,51,fall_pervious
774,140,97,77,128,90,73,102,65,49,fall_pervious
775,116,70,57,98,72,57,86,65,49,fall_pervious
776,128,60,48,114,58,47,93,55,45,fall_pervious
777,136,60,48,106,57,45,91,60,49,fall_pervious
778,118,44,30,109,56,45,91,57,46,fall_pervious
779,115,49,38,97,55,43,93,58,47,fall_pervious
780,138,69,56,107,59,46,91,60,48,fall_pervious
781,132,64,57,117,57,48,95,53,45,fall_pervious
782,110,71,59,114,75,61,100,67,53,fall_pervious
783,115,85,64,96,71,56,91,68,54,fall_pervious
784,115,88,69,103,77,59,92,67,50,fall_pervious
785,123,93,73,112,84,64,106,80,61,fall_pervious
786,130,103,71,127,100,75,104,79,58,fall_pervious
787,160,115,72,113,81,61,98,71,56,fall_pervious
788,135,90,76,118,83,65,97,71,55,fall_pervious
789,128,95,84,113,84,68,101,75,61,fall_pervious
790,119,91,73,116,86,69,106,78,60,fall_pervious
791,149,117,90,135,104,82,108,82,64,fall_pervious
792,109,81,52,92,71,58,98,76,61,fall_pervious
793,135,108,88,116,88,66,103,82,61,fall_pervious
794,135,97,78,114,86,69,106,81,64,fall_pervious
795,117,88,69,104,80,65,97,75,62,fall_pervious
796,122,84,66,96,72,59,86,65,53,fall_pervious
797,131,94,64,107,77,57,96,71,55,fall_pervious
798,120,57,43,106,60,49,89,57,47,fall_pervious
799,137,67,53,112,59,49,90,55,45,fall_pervious
800,135,60,47,103,57,46,88,57,46,fall_pervious
801,113,51,40,101,55,43,92,58,46,fall_pervious
802,132,62,48,101,55,44,86,57,47,fall_pervious
803,133,69,55,116,60,49,93,53,44,fall_pervious
804,119,90,57,123,92,65,92,66,49,fall_pervious
805,117,86,67,110,77,57,91,66,49,fall_pervious
806,99,76,61,98,73,56,96,68,53,fall_pervious
807,99,68,45,103,73,55,100,71,53,fall_pervious
808,79,51,35,96,68,51,100,72,53,fall_pervious
809,120,89,72,111,81,60,113,84,62,fall_pervious
810,136,106,83,113,85,63,104,76,57,fall_pervious
811,83,61,49,84,62,53,85,63,52,dry_pervious
812,41,28,28,62,44,39,80,58,49,shaded_pervious
813,39,28,34,65,48,42,82,60,50,shaded_pervious
814,100,80,72,86,63,53,85,61,49,dry_pervious
815,147,116,67,116,92,57,90,68,46,fall_pervious
816,135,104,60,127,101,61,91,70,46,fall_pervious
817,119,90,44,82,63,42,82,63,46,fall_pervious
818,125,93,69,119,86,63,84,63,49,fall_pervious
819,109,97,49,100,82,56,100,79,57,fall_pervious
820,141,123,80,121,101,70,100,79,51,fall_pervious
821,97,75,40,98,73,55,95,73,55,fall_pervious
822,147,98,85,117,83,68,97,70,57,fall_pervious
823,114,61,50,99,69,54,90,66,52,fall_pervious
824,139,98,69,103,77,61,86,64,52,fall_pervious
825,115,85,64,117,87,68,108,79,62,fall_pervious
826,154,117,92,122,93,73,106,81,65,fall_pervious
827,115,83,69,111,82,66,103,77,62,fall_pervious
828,113,82,65,108,81,65,106,79,63,fall_pervious
829,171,132,108,140,106,84,110,82,64,fall_pervious
830,127,92,73,112,82,64,104,76,61,fall_pervious
831,96,63,51,88,63,50,91,67,52,fall_pervious
832,132,99,82,110,81,66,83,62,51,fall_pervious
833,143,111,90,137,103,81,81,56,43,dry_pervious
834,141,107,74,97,76,59,83,66,53,dry_pervious
835,115,93,77,112,88,65,86,68,54,dry_pervious
836,158,114,69,146,104,65,123,88,59,fall_pervious
837,176,129,82,155,110,70,116,81,54,fall_pervious
838,150,99,53,111,81,57,99,74,55,fall_pervious
839,176,127,76,160,114,69,126,88,57,fall_pervious
840,165,123,75,153,113,69,131,93,58,fall_pervious
841,105,47,33,100,58,47,90,56,46,fall_pervious
842,122,83,76,90,64,53,82,61,48,fall_pervious
843,163,148,67,153,136,73,118,97,55,fall_pervious
844,143,125,56,142,125,64,108,90,52,fall_pervious
845,158,114,69,146,104,65,123,88,59,fall_pervious
846,175,125,75,159,115,70,126,89,56,fall_pervious
847,174,125,76,156,111,66,135,95,60,fall_pervious
848,119,50,39,111,58,47,90,56,45,fall_pervious
849,122,68,57,95,66,53,89,66,52,fall_pervious
850,56,45,30,66,51,42,83,64,53,shaded_pervious
851,74,55,38,83,63,52,87,67,53,fall_pervious
852,83,69,38,80,65,48,85,68,52,norm_pervious
853,93,75,49,99,82,55,91,75,53,norm_pervious
854,75,74,47,70,66,45,80,69,51,norm_pervious
855,79,78,56,71,66,48,75,66,48,norm_pervious
856,101,110,69,120,112,81,117,106,78,norm_pervious
857,82,86,57,89,86,61,90,85,61,norm_pervious
858,115,110,64,100,88,61,91,78,57,norm_pervious
859,112,113,63,109,104,68,85,71,51,norm_pervious
860,166,119,68,150,106,67,114,81,55,fall_pervious
861,67,50,30,57,43,31,78,61,45,fall_pervious
862,96,53,36,85,59,46,89,65,54,fall_pervious
863,140,101,84,123,85,68,104,67,51,fall_pervious
864,152,110,73,139,105,68,118,88,61,fall_pervious
865,130,111,72,107,86,60,102,81,61,norm_pervious
866,125,114,77,113,95,60,102,83,53,norm_pervious
867,155,105,78,110,75,55,85,58,44,fall_pervious
868,142,68,55,106,58,47,87,57,46,fall_pervious
869,105,72,55,88,62,49,90,64,50,fall_pervious
870,114,86,67,118,88,69,107,78,62,fall_pervious
871,132,98,67,128,98,71,109,84,65,fall_pervious
872,119,79,58,100,74,59,91,70,55,fall_pervious
873,118,87,74,94,68,58,92,66,54,fall_pervious
874,124,88,69,97,73,60,86,66,55,fall_pervious
875,130,94,82,89,67,57,86,66,55,fall_pervious
876,99,79,57,87,65,53,91,66,53,norm_pervious
877,111,80,63,113,83,66,102,75,59,fall_pervious
878,106,75,64,92,69,56,92,68,56,fall_pervious
879,94,70,58,89,67,56,77,60,50,fall_pervious
880,105,80,72,81,62,53,74,57,49,fall_pervious
881,126,88,70,106,76,61,98,70,56,fall_pervious
882,130,96,73,118,90,72,96,71,55,fall_pervious
883,112,84,65,88,66,54,81,62,51,fall_pervious
884,125,83,60,95,71,57,80,61,50,fall_pervious
885,91,68,50,92,67,50,86,62,49,fall_pervious
886,110,81,54,95,70,52,86,62,48,fall_pervious
887,114,96,61,93,75,50,91,73,53,fall_pervious
888,122,87,67,106,77,61,91,66,53,fall_pervious
889,128,97,75,98,74,59,85,62,49,fall_pervious
890,113,68,54,96,63,50,97,66,53,fall_pervious
891,110,64,51,94,69,55,84,63,48,fall_pervious
892,120,88,71,97,70,53,93,68,53,fall_pervious
893,128,87,67,108,76,59,102,72,57,fall_pervious
894,132,121,83,119,109,79,73,62,46,norm_pervious
895,78,82,57,83,83,60,83,82,59,norm_pervious
896,102,110,93,80,85,68,68,70,53,norm_pervious
897,148,108,53,146,112,63,123,97,59,fall_pervious
898,125,102,62,116,96,57,102,83,50,fall_pervious
899,128,94,63,83,63,47,73,57,44,fall_pervious
900,107,87,49,112,92,60,103,80,52,fall_pervious
901,146,106,87,94,68,53,82,62,47,fall_pervious
902,120,84,62,93,70,56,73,55,45,fall_pervious
903,99,77,66,72,56,46,69,54,46,fall_pervious
904,40,35,31,49,41,37,74,61,50,shaded_pervious
905,50,43,42,52,43,39,71,59,46,shaded_pervious
906,42,36,35,54,48,39,81,70,56,shaded_pervious
907,46,36,31,67,50,43,82,62,52,shaded_pervious
908,68,46,43,66,49,42,87,65,52,fall_pervious
909,122,58,44,109,59,48,87,55,46,fall_pervious
910,59,49,30,68,55,33,96,81,59,fall_pervious
911,154,117,99,137,99,80,107,74,58,norm_pervious
912,83,55,43,98,72,56,97,72,55,fall_pervious
913,130,87,64,105,75,59,92,66,52,fall_pervious
914,160,105,66,126,86,58,99,68,49,fall_pervious
915,118,76,55,103,74,57,91,66,52,fall_pervious
916,138,103,81,121,92,70,109,83,63,fall_pervious
917,158,121,79,144,109,67,122,93,61,fall_pervious
918,158,119,81,140,103,71,88,62,45,fall_pervious
919,67,54,48,74,55,47,82,62,51,fall_pervious
920,58,45,39,63,49,41,74,57,46,fall_pervious
921,49,39,35,61,47,39,85,67,52,fall_pervious
922,40,37,41,57,45,39,82,63,53,fall_pervious
923,40,25,25,56,42,36,87,66,51,fall_pervious
924,46,36,34,61,49,37,84,66,52,fall_pervious
925,57,53,50,62,51,46,67,54,48,shaded_pervious
926,43,39,35,57,48,40,85,71,57,shaded_pervious
927,44,36,36,57,51,41,79,71,54,shaded_pervious
928,84,83,63,77,71,52,88,77,60,shaded_pervious
929,126,108,75,122,102,76,119,102,76,dry_pervious
930,107,88,65,125,109,81,110,99,72,dry_pervious
931,52,62,54,49,58,51,70,61,53,water
932,32,42,44,39,46,47,60,66,57,water
933,37,42,48,42,47,47,61,66,57,water
934,35,42,50,37,45,47,61,67,57,water
935,93,94,78,74,75,62,61,63,55,dry_pervious
936,76,70,56,78,77,63,70,69,57,dry_pervious
937,76,80,63,70,73,60,69,71,62,norm_pervious
938,97,93,81,88,86,74,71,70,60,norm_impervious
939,91,89,77,99,97,84,64,65,54,norm_impervious
940,68,69,55,68,68,55,90,91,80,norm_impervious
941,85,86,80,96,97,89,84,84,76,norm_impervious
942,102,101,83,95,93,78,69,68,58,norm_impervious
943,103,101,78,115,111,93,78,74,62,norm_impervious
944,134,140,130,111,122,117,84,92,89,norm_impervious
945,137,143,141,142,148,143,104,109,103,norm_impervious
946,126,136,138,125,135,137,94,96,97,norm_impervious
947,130,140,142,126,135,137,95,94,95,norm_impervious
948,97,107,108,102,114,114,89,97,96,norm_impervious
949,98,113,110,110,120,117,76,82,79,norm_impervious
950,121,132,134,132,137,133,108,114,107,norm_impervious
951,109,119,120,97,107,108,93,102,103,norm_impervious
952,96,106,108,101,111,112,88,96,94,norm_impervious
953,192,202,203,206,216,217,201,208,208,norm_impervious
954,253,253,253,248,248,248,219,220,219,norm_impervious
955,249,255,255,246,249,249,187,188,187,norm_impervious
956,248,252,255,248,250,250,188,189,188,norm_impervious
957,245,251,251,245,249,249,197,198,198,norm_impervious
958,227,238,244,226,234,227,185,189,180,norm_impervious
959,134,145,141,130,140,136,180,188,184,norm_impervious
960,208,220,216,208,220,216,189,199,194,norm_impervious
961,243,249,247,227,237,234,158,163,160,norm_impervious
962,222,234,230,226,236,232,152,157,153,norm_impervious
963,209,215,213,208,215,215,130,136,134,norm_impervious
964,115,117,116,110,112,110,67,71,69,norm_impervious
965,83,90,72,77,84,71,78,84,78,norm_pervious
966,89,99,90,86,95,89,71,77,76,norm_impervious
967,92,97,100,78,83,81,68,73,68,norm_impervious
968,108,113,106,100,104,100,65,69,65,norm_impervious
969,60,63,68,55,59,57,78,82,77,norm_impervious
970,87,93,93,83,89,86,54,60,57,norm_impervious
971,81,86,80,87,93,92,49,55,52,norm_impervious
972,139,150,134,140,144,130,91,94,90,norm_impervious
973,74,78,81,79,83,84,77,82,78,norm_impervious
974,55,58,63,55,59,62,66,70,69,norm_impervious
975,60,61,66,55,59,62,65,70,68,norm_impervious
976,46,51,55,54,57,61,71,67,67,norm_impervious
977,66,69,78,59,62,67,85,71,74,norm_impervious
978,220,225,219,228,235,228,190,195,187,norm_impervious
979,86,92,90,81,85,77,77,80,70,norm_impervious
980,207,220,228,226,235,240,159,164,164,norm_impervious
981,81,86,80,76,80,73,74,76,69,norm_impervious
982,40,60,35,41,54,33,44,54,36,norm_pervious
983,36,50,25,43,56,35,41,50,34,norm_pervious
984,41,53,39,39,50,37,50,54,40,water
985,40,54,39,38,50,36,44,50,36,water
986,41,55,38,39,51,37,44,49,36,water
987,40,54,39,38,50,36,40,48,35,water
988,32,46,23,41,55,33,42,54,34,norm_pervious
989,22,28,16,32,41,27,37,47,32,shaded_pervious
990,28,34,22,32,40,27,37,46,31,shaded_pervious
991,16,26,17,28,35,25,36,45,32,shaded_pervious
992,22,23,18,31,37,27,37,47,32,shaded_pervious
993,22,22,14,27,31,23,38,46,33,shaded_pervious
994,27,32,25,24,31,21,38,48,33,shaded_pervious
995,27,37,28,26,35,23,33,41,28,shaded_pervious
996,38,44,34,31,39,27,34,41,29,shaded_pervious
997,43,54,37,38,49,31,39,48,31,norm_pervious
998,56,68,48,50,59,42,41,48,35,norm_pervious
999,31,44,27,37,47,32,36,45,31,norm_pervious
1000,22,33,17,46,51,36,46,50,36,norm_pervious
1001,112,105,87,103,96,79,66,66,51,dry_pervious
1002,98,91,73,100,93,77,70,68,55,dry_pervious
1003,125,112,95,111,101,85,75,72,58,dry_pervious
1004,90,85,66,95,89,72,66,67,51,dry_pervious
1005,91,85,69,82,80,64,56,58,44,dry_pervious
1006,111,105,89,106,98,81,77,75,59,dry_pervious
1007,118,111,93,112,102,86,72,71,56,dry_pervious
1008,42,60,34,46,53,37,52,57,42,norm_pervious
1009,42,54,40,39,50,36,47,52,38,water
1010,40,54,41,38,50,36,42,50,36,water
1011,40,54,41,38,50,36,40,47,34,water
1012,42,54,42,39,50,36,47,52,38,water
1013,38,55,37,39,51,37,45,51,37,water
1014,100,102,97,83,88,80,63,69,60,norm_impervious
1015,103,105,100,85,88,80,65,69,60,norm_impervious
1016,39,51,37,35,47,31,40,42,30,norm_pervious
1017,24,32,19,39,49,32,40,49,32,shaded_pervious
1018,53,62,45,42,51,33,42,50,33,norm_pervious
1019,54,65,49,43,54,36,37,46,30,norm_pervious
1020,53,67,44,44,54,37,42,49,34,norm_pervious
1021,53,69,43,37,50,30,43,54,35,norm_pervious
1022,22,34,20,33,39,27,40,45,33,shaded_pervious
1023,45,59,36,39,51,32,41,52,34,norm_pervious
1024,79,80,72,79,81,75,70,73,66,norm_impervious
1025,72,76,77,77,80,75,73,75,69,norm_impervious
1026,97,98,92,81,82,76,78,79,74,norm_impervious
1027,78,83,77,78,81,75,68,73,61,norm_impervious
1028,162,176,177,164,171,174,104,106,104,norm_impervious
1029,162,171,170,161,169,170,105,110,107,norm_impervious
1030,165,176,178,162,169,172,98,101,99,norm_impervious
1031,73,76,59,83,80,66,85,75,62,norm_pervious
1032,125,116,101,89,85,72,83,80,67,dry_pervious
1033,73,74,56,81,79,65,86,71,59,norm_pervious
1034,30,38,27,29,34,24,34,40,28,shaded_pervious
1035,38,49,35,31,42,27,33,43,27,shaded_pervious
1036,34,45,28,37,49,31,38,49,33,norm_pervious
1037,55,67,47,45,57,37,47,56,40,norm_pervious
1038,36,54,30,37,46,31,41,46,35,norm_pervious
